LastChange,Title,Developer,Reviews,Price,Discount,ProtonDB,Status,Publisher
"May 02, 2025",Polda,"Sleep team, SleepTeam, Zima software",94%,$3.99,,,Playable,N/A
"May 02, 2025",The city of eyes and the girl in dreamland,UVKen,89%,$7.99,,,Playable,N/A
"May 02, 2025",Moonlight Pulse,Seafloor Games LLC,95%,$11.99,,,Verified,N/A
"May 02, 2025",Pax Augusta,"GSSA, Roger Gassmann",74%,$24.99,,,Unsupported,N/A
"May 02, 2025",Through The Tomb,"David Burns, Dean Cruz, Jonathan Hall, Trey Sherman, Zachary ZumTobel",82%,,,,Playable,N/A
"May 02, 2025",Love Curse: Find Your Soulmate,Xso,96%,$12.99,,,Playable,N/A
"May 02, 2025",SUPER CIRCUIT BREAKERS,"Mirror Queen, Triverske",83%,Free,,,Playable,N/A
"May 02, 2025",Steamrush,Team Sleeping Giant,70%,Free,,,Playable,N/A
"May 02, 2025",Scott Whiskers in: the Search for Mr. Fumbleclaw,Fancy Factory,90%,$14.99,,,Playable,N/A
"May 02, 2025",White Knuckle,Dark Machine Games,98%,$12.99,,,Playable,N/A
"May 02, 2025",The Red Prison,Patrick Wilson,81%,,,,Playable,N/A
"May 02, 2025",Rival Stars Horse Racing: VR Edition,PikPok,94%,$19.99,,,Unsupported,N/A
"May 02, 2025",十八辣 - 大話骰,KUIHUA HONG KONG CO LIMITED,70%,Free,,,Unsupported,N/A
"May 02, 2025",Sun Warriors,"Angry Avocado, ESAT",41%,Free,,,Playable,N/A
"May 02, 2025",MementoMori,"Bank of Innovation, Inc.",74%,Free,,,Unsupported,N/A
"May 02, 2025",Serum,"Game Island, Game Island S.A., Game Island Spolka Akcyjna w organizacji, Game_Island",57%,$24.99,,,Unsupported,N/A
"May 02, 2025",Outworld Station,Trickjump Games Ltd,89%,$18.99,,,Unsupported,N/A
"May 02, 2025",The protectors of Deya,Not So Boring Games,75%,Free,,,Unsupported,N/A
"May 02, 2025",Coffee & Boobs,TopHouse Studio,86%,$6.39,-20%,,Unsupported,N/A
"May 02, 2025",Sea Chronicles,Madi Abdykarimov,87%,$9.99,,,Playable,N/A
"May 01, 2025",Wizdom Academy,Kipwak Studio,64%,$17.59,-20%,,Playable,N/A
"May 01, 2025",Snakecremental,"Walking Cat, Walking Cat Studios, WalkingCatStudios",92%,$3.99,,,Verified,N/A
"May 01, 2025",Creepy Redneck Dinosaur Mansion 3,Strange Scaffold,97%,$19.99,,,Verified,N/A
"May 01, 2025",Abnormality,Nightmare Studios,73%,$9.99,,,Unsupported,N/A
"May 01, 2025",Harbinger,Dobrx,95%,Free,,,Playable,N/A
"May 01, 2025",Ultimate Hero,Fishwharf,70%,$9.99,,,Playable,N/A
"May 01, 2025",Wagers of War,Jumb-O-Fun Games Inc,56%,,,,Unsupported,N/A
"May 01, 2025",Rise of Rebellion,Team 疾鷹,44%,$8.99,,,Playable,N/A
"May 01, 2025",Above Earth,"Midwest Video Games, Steven Eric Boyette",73%,$17.99,,,Unsupported,N/A
"May 01, 2025",Hexa TD - Free Game,Neery,,,,,Playable,N/A
"May 01, 2025",Just Find It 3,Tiny Little Lion,,$11.99,,,Playable,N/A
"May 01, 2025",Chase Survivors,"Minicactus Games, Retroshader Interactive",77%,$2.99,,,Playable,N/A
"May 01, 2025",Rocksmith+,"Ubisoft Bucharest, Ubisoft Osaka, Ubisoft Pune, Ubisoft San Francisco",17%,Free,,,Unsupported,N/A
"May 01, 2025",ReEarth,"Jiangzuogongfang Shanghai Game Co.,Ltd",78%,$7.99,,,Playable,N/A
"May 01, 2025",Lust's Cupid,Dinotonte,79%,$19.99,,,Playable,N/A
"May 01, 2025",Ark of Artemis,Kujirabo。,83%,$17.99,,,Playable,N/A
"May 01, 2025",Claris the Princess Knight,Circle Fairy Flower,81%,$15.99,,,Playable,N/A
"May 01, 2025",Dungeon Renovation Simulator,"Giant Cat Games, Kodobur Game and Software Technologies, Kodobur Games",57%,$4.99,,,Playable,N/A
"May 01, 2025",Winning Love by Daylight,Cutlass Boardgames,89%,,,,Playable,N/A
"May 01, 2025",Timber,CaliCosDev Studio,41%,$3.99,,,Playable,N/A
"May 01, 2025",YCOM,Teodor Slavik,,Free,,,Unsupported,N/A
"May 01, 2025",A Merchant's Promise,"Game Draft Studio, Game Draft Studios",90%,$9.99,,,Playable,N/A
"May 01, 2025",Fay's Factory,egor dorogov,94%,$19.99,,,Playable,N/A
"May 01, 2025",Drive Beyond Horizons,"DBH, Drive Beyond Horizons, Santor Games, Tacty Studio",80%,$24.99,,,Playable,N/A
"May 01, 2025",LAPIDARY: Jewel Craft Simulator,THINK &amp; FEEL,84%,$7.99,,,Playable,N/A
"May 01, 2025",Tank survival Game,RPGGAME,80%,,,,Playable,N/A
"May 01, 2025",Restaurant Owner: A Restaurant Simulator,Workaround Games,73%,$11.19,-20%,,Playable,N/A
"May 01, 2025",Night is Coming — Wrath of the Woods,Wild Forest Studio,78%,Free,,,Unsupported,N/A
"May 01, 2025",Termalloc,Detch,,Free,,,Playable,N/A
"Apr 30, 2025",ROGUE FLIGHT,"Truant Pixel, LLC",95%,$19.99,,,Playable,N/A
"Apr 30, 2025",Akash: Path of the Five,"Truant Pixel, LLC",90%,$7.99,,,Playable,N/A
"Apr 30, 2025",Blacksmith Master,Untitled Studio,83%,$19.99,,,Playable,N/A
"Apr 30, 2025",BOKURA: planet,"tokoronyori, ところにょり",75%,$5.49,,,Playable,N/A
"Apr 30, 2025",SNOW BROS. 2 SPECIAL,CRT GAMES,77%,$34.99,,,Playable,N/A
"Apr 30, 2025",Only Way is Down,Jilted Generation Productions,71%,$9.99,,,Verified,N/A
"Apr 30, 2025",Replicube,Walaber Entertainment LLC,97%,$9.99,,,Playable,N/A
"Apr 30, 2025",Art of Murder - The Secret Files,City Interactive S.A.,12%,$4.99,,,Playable,N/A
"Apr 30, 2025",Goldilock One: BOSS ARENA,"Shed of Ideas, ShedOfIdeas",76%,Free,,,Unsupported,N/A
"Apr 30, 2025",Waifu Secret,Romantic Room,73%,$0.77,-61%,,Playable,N/A
"Apr 30, 2025",PolyTap,PolyTapOfficial,31%,Free,,,Playable,N/A
"Apr 30, 2025",GORN 2,"Cortopia, Free Lives",88%,$19.99,,,Unsupported,N/A
"Apr 30, 2025",My waifu guild,Elementarium games,94%,$1.99,,,Unsupported,N/A
"Apr 30, 2025",SILT,"Spiral Circus, Spiral Circus Games",76%,$3.74,-75%,,Verified,N/A
"Apr 30, 2025",Path of the Midnight Sun,Studio Daimon,84%,$24.99,,,Playable,N/A
"Apr 30, 2025",UPGRADE 2021-22 - Bionic Traveler,"UPGRADE, University of Pennsylvania Game Research and Development Environment",,Free,,,Playable,N/A
"Apr 30, 2025",Latex & Tentacles,"GODNASK, ZXC",70%,$9.89,-10%,,Playable,N/A
"Apr 30, 2025",Astrometica,BeryMery,87%,$19.99,,,Playable,N/A
"Apr 30, 2025",SaiBorRai,Hyrax Games,,Free,,,Unsupported,N/A
"Apr 30, 2025",Pearls of Atlantis: The Cove,Alder Games,80%,Free,,,Playable,N/A
"Apr 30, 2025",SpellKnights,Mechanical Boss,45%,,,,Unsupported,N/A
"Apr 30, 2025",Veil Transfer,Daniel Graves,96%,Free,,,Playable,N/A
"Apr 30, 2025",Ivorfall,Inquiry Games LLC,96%,Free,,,Playable,N/A
"Apr 30, 2025",Animalism,"OTTY, 오티티Y",,Free,,,Unsupported,N/A
"Apr 30, 2025",Three Kingdoms Heroes,青衣工作室,82%,$6.99,,,Playable,N/A
"Apr 30, 2025",Sunset Motel,Efkey Studios,81%,$18.99,,,Playable,N/A
"Apr 30, 2025",Dark Dominance ~Chain Control~,むくどりGames,78%,$7.99,,,Playable,N/A
"Apr 30, 2025",Fantastic Fist,100th Coin,97%,$14.99,,,Playable,N/A
"Apr 30, 2025",Elewder,Kinky Fridays,39%,$7.99,,,Unsupported,N/A
"Apr 30, 2025",Demonsomnia,Woziva,33%,$13.99,,,Playable,N/A
"Apr 30, 2025",LUNAR Remastered Collection,"ASHIBI Co., Ltd., GAME ARTS Co., Ltd.",91%,$49.99,,,Verified,N/A
"Apr 29, 2025",Lumberjacked,"Dumb Duck Games, Inner Realm Studios",82%,$4.99,,,Verified,N/A
"Apr 29, 2025",despelote,"Julián Cordero, Sebastian Valbuena",97%,$14.99,,,Verified,N/A
"Apr 29, 2025",Tobit,Vectura Games,43%,,,,Playable,N/A
"Apr 29, 2025",Tuggowar,Tension Games,95%,$7.99,,,Verified,N/A
"Apr 29, 2025",Futanari Quest,Studio Fah,64%,$1.99,,,Playable,N/A
"Apr 29, 2025",Erenshor,Burgee Media,94%,$19.99,,,Playable,N/A
"Apr 29, 2025","High Seas, High Profits!",lexy.zip,92%,$14.99,,,Playable,N/A
"Apr 29, 2025",Splash,Team Cursed Image,75%,Free,,,Unsupported,N/A
"Apr 29, 2025",AMEDAMA,"ACQUIRE, ACQUIRE Corp., IzanagiGames",86%,$24.99,,,Verified,N/A
"Apr 29, 2025",Aviassembly,Jelle Booij,97%,$9.99,,,Playable,N/A
"Apr 29, 2025",RuneScape: Dragonwilds,Jagex Ltd,83%,$29.99,,,Playable,N/A
"Apr 28, 2025",Pixel Fixel,Blue Pin Studio,100%,Free,,,Playable,N/A
"Apr 28, 2025",of the Devil,nth Circle Studios,99%,Free,,,Verified,N/A
"Apr 28, 2025",Snow Cone Serenade,Potion Of Midi,96%,Free,,,Verified,N/A
"Apr 28, 2025",V Rising,Stunlock Studios,88%,$34.99,,,Verified,N/A
"Apr 26, 2025",Alex Hill: Whispers at White Oak Inn,hannahontrek,96%,$19.99,,,Playable,N/A
"Apr 26, 2025",Letter Lancers,"Wet Coat Games, WetCoatGames, Wetcoat Games",94%,$8.99,,,Playable,N/A
"Apr 26, 2025",The Darkest Files,Paintbucket Games,95%,$17.99,-10%,,Verified,N/A
"Apr 26, 2025",Thibalryn,CoolJosh3k,81%,Free,,,Verified,N/A
"Apr 26, 2025",The Hundred Line -Last Defense Academy-,"Media.Vision Inc., Too Kyo Games",89%,$59.99,,,Playable,N/A
"Apr 26, 2025",9th Dawn Remake,Valorware,86%,$15.99,,,Playable,N/A
"Apr 25, 2025",Clair Obscur: Expedition 33,Sandfall Interactive,95%,$49.99,,,Playable,N/A
"Apr 25, 2025",Elleria,M.C Games,79%,$12.99,,,Verified,N/A
"Apr 25, 2025",OVERWHELMED,"Blukulélé, Blukulélé Studio, Paul Giovannini (Blukulélé Studio)",95%,$2.99,-40%,,Verified,N/A
"Apr 25, 2025",Phantomancer,Cloudgear Games,94%,$11.99,,,Playable,N/A
"Apr 25, 2025",Escape The Mad Empire,"XperimentalZ Games, XperimentalZ Games Inc",88%,$17.99,,,Playable,N/A
"Apr 25, 2025",Swipe Right for Sugar Mama Sensei,Miel,50%,$9.99,,,Playable,N/A
"Apr 25, 2025",One Boss One Fight,Atlantis Studio,77%,$9.99,,,Playable,N/A
"Apr 25, 2025",The Wife Next Door,"SnowGBL, 雪山雞白郎",84%,$16.99,,,Playable,N/A
"Apr 25, 2025",Somnipathy,Tearcell Game Studio,93%,$16.99,,,Playable,N/A
"Apr 25, 2025",Kaamos,Pepperbox Studios,88%,$9.99,,,Verified,N/A
"Apr 25, 2025",Genesis Survivors,Aeternum Game Studios S.L,72%,$4.99,,,Playable,N/A
"Apr 25, 2025",Cavern Adventurers,"Kairosoft Co.,Ltd",63%,$8.99,,,Verified,N/A
"Apr 25, 2025",Home Sheep Home: Farmageddon Party Edition,"Aardman Animations, Mobile Pie",95%,$9.99,,,Verified,N/A
"Apr 25, 2025",Worlds of Nyx,Dennis M. Heine,50%,Free,,,Playable,N/A
"Apr 25, 2025",Drive Thru Miami,Alkame Games,81%,$12.99,,,Playable,N/A
"Apr 25, 2025",AC Sailing,Emirates Team New Zealand,70%,Free,,,Playable,N/A
"Apr 25, 2025",Oil Sheik,Reliq,92%,Free,,,Unsupported,N/A
"Apr 25, 2025",Wild Assault,Combat Cat Studio,74%,$14.99,,,Unsupported,N/A
"Apr 25, 2025",Supercar Collection Simulator,Kiki Games,90%,$12.99,,,Playable,N/A
"Apr 25, 2025",Pilo,"Frédéric Simon, Jérôme Bodin, Mudita Games",97%,$12.99,,,Playable,N/A
"Apr 25, 2025",Shining Princess Lapisphilia,Ice Candy,97%,$12.99,,,Unsupported,N/A
"Apr 25, 2025",MonGirl Expedition,Yeehaw Games,82%,$19.99,,,Playable,N/A
"Apr 25, 2025",Exposed Livestream,Kumada Gaon,82%,$9.99,,,Playable,N/A
"Apr 25, 2025",Answer Knot,Naraven Games,89%,Free,,,Playable,N/A
"Apr 25, 2025",幻现的花海 - Sea of Phantom Flowers,可爱因子工作室,97%,Free,,,Playable,N/A
"Apr 25, 2025",Worshippers of Cthulhu,Crazy Goat Games,86%,$24.99,,,Playable,N/A
"Apr 25, 2025",Kingdom Under Fire: Heroes,Blueside,77%,$19.99,,,Playable,N/A
"Apr 25, 2025",Derision,Anatolio,45%,Free,,,Unsupported,N/A
"Apr 25, 2025",HYAKKI YAKO Survivor,"pixyda,inc.",64%,$7.99,,,Playable,N/A
"Apr 25, 2025",Bare Witness,AlterWorlds,92%,$12.99,,,Playable,N/A
"Apr 25, 2025",Locomoto,"Green Tile Digital, https://store.steampowered.com/curator/45451875-Green-Tile-Digital/",90%,$24.99,,,Playable,N/A
"Apr 25, 2025",Tap 4 Sex,"DreamBig Games, Papalon",81%,$6.99,,,Playable,N/A
"Apr 25, 2025",Tales of Wind: Radiant Rebirth,NEOCRAFT LIMITED,59%,,,,Playable,N/A
"Apr 25, 2025",Just Dance 2017,"Ubisoft Paris, Ubisoft Pune",79%,,,,Unsupported,N/A
"Apr 25, 2025",Flowstone Saga,Impact Gameworks,86%,$17.99,,,Verified,N/A
"Apr 25, 2025",Artifact,Mesmerizers,75%,$7.99,,,Playable,N/A
"Apr 25, 2025",Trinity Survivors,"Flyway Games, Inc.",74%,$9.99,,,Playable,N/A
"Apr 25, 2025",Heads Will Roll: Downfall,1917 Studios,67%,Free,,,Playable,N/A
"Apr 25, 2025",Condo Desires,Naughty Narratives,91%,,,,Unsupported,N/A
"Apr 24, 2025",MySims™,Maxis,85%,$39.99,,,Verified,N/A
"Apr 24, 2025",Starless Abyss,Konafa Games,86%,$19.99,,,Verified,N/A
"Apr 24, 2025",Chains of Freedom,Nordcurrent,76%,$24.99,,,Verified,N/A
"Apr 24, 2025",ShoppingMall: Manager Simulator,Geekon,51%,$14.99,,,Playable,N/A
"Apr 24, 2025",SpellRogue,Guidelight Games,87%,$19.99,,,Verified,N/A
"Apr 24, 2025",Friendship with Benefits 2,TwistedScarlett60,95%,$17.99,,,Verified,N/A
"Apr 24, 2025",Artificial Fashionista,KigyoDev,94%,Free,,,Verified,N/A
"Apr 24, 2025",ChronoBabes,Vinci,84%,$0.99,,,Playable,N/A
"Apr 24, 2025",Mystic Academy: Escape Room,mc2games,77%,$10.99,,,Playable,N/A
"Apr 24, 2025",Robin Hood: Sherwood Defenders,MeanAstronauts,57%,$11.99,,,Playable,N/A
"Apr 24, 2025","NO, THANK YOU!!!",parade,84%,$39.99,,,Playable,N/A
"Apr 24, 2025",Days In Palis,PassionPlayStudio,84%,$4.99,,,Playable,N/A
"Apr 24, 2025",Riptide,3z Studios,72%,Free,,,Unsupported,N/A
"Apr 24, 2025",Aurye Clicker,"JOZGamer, Superterrarye",67%,$0.99,,,Playable,N/A
"Apr 24, 2025",Dualikiwi,Dualikiwi Games LLC,100%,$4.99,,,Verified,N/A
"Apr 24, 2025",Godrop:Prologue,"KATOR Game Studio, Kator Studio &amp; ZeroCastle game Studios, ZeroCastle game Studio, ZeroCastle game Studios",88%,,,,Unsupported,N/A
"Apr 24, 2025",GOT Simulator,NEGYMANS,75%,Free,,,Playable,N/A
"Apr 24, 2025",Kaya's Prophecy,Jérémie &amp; Thibaut,78%,$13.99,,,Playable,N/A
"Apr 24, 2025",Moroi,"Violent Saint, Violet Saint",78%,$14.99,,,Playable,N/A
"Apr 24, 2025",FUBUKI ～zero in on Holoearth～ HOLOLIVE ALTERNATIVE,PEPOSOFT,86%,$13.99,,,Playable,N/A
"Apr 24, 2025",Dungeon Tycoon,"Can Hacioglu, Egon Basch, Goblinz Publishing, Lunheim Studios",79%,$14.99,,,Playable,N/A
"Apr 24, 2025",In The Shadows,Vakant,55%,Free,,,Unsupported,N/A
"Apr 24, 2025",Grudge,"Grudge Studio, Scorge_",70%,Free,,,Unsupported,N/A
"Apr 24, 2025",Recovery Phrase,WeDidIt,,$4.99,,,Playable,N/A
"Apr 24, 2025",Cyberlinxxx,"Baka_energy_studios, ngbaka_studios",86%,$12.99,,,Unsupported,N/A
"Apr 24, 2025",Faded Grey,Derek Golliher,78%,Free,,,Playable,N/A
"Apr 24, 2025",Mini Settlers: Prologue,Knight Owl Games,88%,Free,,,Playable,N/A
"Apr 24, 2025",Gedonia 2,Kazakov Oleg,82%,$14.99,,,Unsupported,N/A
"Apr 24, 2025",BAPBAP,BAP HQ,80%,Free,,,Playable,N/A
"Apr 24, 2025",Haven & Hearth,Seatribe,75%,Free,,,Playable,N/A
"Apr 24, 2025",LiminalCore,"Ashen Studios, Shadow Owl Studios",85%,$7.99,,,Playable,N/A
"Apr 24, 2025",Hexahedra,Sidequest Ninja,100%,$20.00,,,Playable,N/A
"Apr 24, 2025",Humiliation Dungeon Survivors,Naku Kinoko,90%,$9.99,,,Playable,N/A
"Apr 24, 2025",Banquet for Fools,Hannah and Joseph Games,92%,$19.99,,,Playable,N/A
"Apr 23, 2025",Blood Bowl 3,Cyanide Studio,48%,$29.99,,,Playable,N/A
"Apr 23, 2025",Onimusha: Warlords,"CAPCOM CO., LTD",93%,$19.99,,,Verified,N/A
"Apr 23, 2025",Roman Triumph: Survival City Builder,Coreffect Interactive,91%,$24.99,,,Playable,N/A
"Apr 23, 2025",FreeHolder,RogueWare,77%,$9.99,,,Playable,N/A
"Apr 23, 2025",The Swordbearer,CaramelCowboy,92%,$11.99,,,Playable,N/A
"Apr 23, 2025",Alchemy Unbound,KlutzyBubbles,68%,Free,,,Playable,N/A
"Apr 23, 2025",CAT'S DREAM,bei,90%,Free,,,Playable,N/A
"Apr 23, 2025",APB Reloaded,"Little Orbit, Reloaded Productions",63%,Free,,,Playable,N/A
"Apr 23, 2025",Hentai Dream,"Anime Mania, Omni Games",58%,$1.99,,,Playable,N/A
"Apr 23, 2025",Raiders of Treasure Island,SuperMonster Studio,51%,Free,,,Playable,N/A
"Apr 23, 2025",Spirit Hunter: NG,"EXPERIENCE, Experience, Ghostlight LTD",91%,$49.99,,,Unsupported,N/A
"Apr 23, 2025",Furry Myth 🦁,Furry Dreams Lab,85%,$4.99,,,Playable,N/A
"Apr 23, 2025",No Such Luck,Cskin Games,93%,$11.99,,,Playable,N/A
"Apr 23, 2025",Temple of Pizza,Paul Kohler,45%,,,,Unsupported,N/A
"Apr 23, 2025",Harvest Hunt,"CMD:Studio, Villainous Games Studio",100%,$17.99,,,Playable,N/A
"Apr 23, 2025",Mahjong Pretty Girls Battle,Zoo Corporation,62%,$14.99,,,Unsupported,N/A
"Apr 23, 2025",Merk Mayhem,Merk Mayhem Collective,78%,$4.99,,,Playable,N/A
"Apr 23, 2025",Hollywood Animal,Weappy Wholesome,74%,$19.99,,,Playable,N/A
"Apr 23, 2025",UNLOVED,BlueEagle Productions,73%,$4.99,,,Playable,N/A
"Apr 23, 2025",iLLANG,Challengers Games Corp.,77%,,,,Unsupported,N/A
"Apr 23, 2025",There Exists Nobody,HeavyLight Studio,91%,$4.99,,,Playable,N/A
"Apr 22, 2025",Saviour of the Wasteland,PTGames,79%,$9.99,,,Verified,N/A
"Apr 22, 2025",Vault,"ItllBeFunTheySaid, Kevin Schlereth III",,$5.99,,,Playable,N/A
"Apr 22, 2025",Super Mini Mart,Blazing Panda,92%,$11.99,,,Playable,N/A
"Apr 22, 2025",The Elder Scrolls IV: Oblivion Remastered,"Bethesda Game Studios, Virtuos",80%,$49.99,,,Verified,N/A
"Apr 22, 2025",Stygian: Outer Gods,"Dreamside Interactive, Misterial Games",86%,$19.99,,,Unsupported,N/A
"Apr 22, 2025",Post Trauma,"RED SOUL GAMES, RobertoSerraG",79%,$14.99,,,Playable,N/A
"Apr 22, 2025",Monument Valley,ustwo games,97%,$7.99,,,Verified,N/A
"Apr 22, 2025",Cyclic Warriors,"John Rais, Nathan Rais",87%,Free,,,Playable,N/A
"Apr 22, 2025",Life with Mary,Likesblondes,89%,$5.99,,,Playable,N/A
"Apr 22, 2025",Euclyca,Team Syukino,78%,$24.99,,,Playable,N/A
"Apr 22, 2025",Sandwalkers,Goblinz Studio,75%,$19.99,,,Playable,N/A
"Apr 22, 2025",The Citadel,"Top Hat Studios Inc, doekuramori",92%,$14.99,,,Playable,N/A
"Apr 22, 2025",SEX Hospital 💦,Dirty Adventures 🖤,71%,$5.99,-40%,,Playable,N/A
"Apr 22, 2025",Cureocity,Bread On Board,98%,Free,,,Playable,N/A
"Apr 22, 2025",PROGRESS ORDERS,HAKAMA Inc.,34%,$19.99,,,Playable,N/A
"Apr 22, 2025",Unmemory,"PATRONES &amp; ESCONDITES, Patrones &amp; Escondites, Patrones y Escondites",83%,$9.99,,,Playable,N/A
"Apr 22, 2025",Duel of games,理工互助会,96%,Free,,,Unsupported,N/A
"Apr 22, 2025",Venture to the Vile,Studio Cut to Bits,76%,$24.99,,,Playable,N/A
"Apr 22, 2025",Further Education,Kvitravn Tales,,$8.99,,,Playable,N/A
"Apr 22, 2025",Nautical Survival,Idan Rooze,99%,$6.99,,,Playable,N/A
"Apr 22, 2025",Unreal Physics,Jilted Generation Productions,74%,Free,,,Unsupported,N/A
"Apr 22, 2025",Urban Nightmare,Parkhourror Team,92%,Free,,,Playable,N/A
"Apr 22, 2025",Silent North,Combat Waffle Studios,44%,$19.99,,,Unsupported,N/A
"Apr 22, 2025",Chrono Recorder,ChronoGames,80%,Free,,,Playable,N/A
"Apr 22, 2025",Girl's Memories,GM,73%,,,,Unsupported,N/A
"Apr 22, 2025",DeckEleven's Railroads 2,DeckEleven,80%,$14.99,,,Playable,N/A
"Apr 22, 2025",Let's Minesweeper,"SUNJOY GAME, 神匠游戏",79%,$1.99,-60%,,Playable,N/A
"Apr 22, 2025",New Eromancer,OneCoin,74%,$11.99,,,Playable,N/A
"Apr 22, 2025",Morimens,B.I.A.V. Studio,78%,Free,,,Unsupported,N/A
"Apr 22, 2025",Paper Ghost Stories: Third Eye Open,Cellar Vault Games,94%,$16.99,,,Playable,N/A
"Apr 22, 2025",Motordoom,Hobo Cat Games,95%,$13.99,,,Verified,N/A
"Apr 22, 2025",Cursed Lands,Winter Wolves,74%,$24.99,,,Playable,N/A
"Apr 22, 2025",Linkito,"Kalinarm, Kimeria Games",88%,$14.99,,,Playable,N/A
"Apr 22, 2025",STORROR Parkour Pro,Hole in the Sleeve Game Studios,69%,$24.99,,,Unsupported,N/A
"Apr 22, 2025",Corruption Town,BoredBasmati,87%,$14.99,,,Playable,N/A
"Apr 22, 2025",TCSTRIKERS3,Project Anthem,,,,,Playable,N/A
"Apr 22, 2025",Peter's Journey,"Dreamer Studio, Start Game",57%,Free,,,Playable,N/A
"Apr 22, 2025",Defensurvivor,SignatureGamez,72%,$10.99,,,Playable,N/A
"Apr 22, 2025",Gnomes,DYSTOPIAN,97%,$9.99,,,Playable,N/A
"Apr 22, 2025",Haley's story,Likesblondes,87%,$10.99,,,Playable,N/A
"Apr 22, 2025",FireChess,JT,,Free,,,Playable,N/A
"Apr 22, 2025",MAGICAL ANGEL FAIRY HEART,UMAI NEKO,79%,$5.99,,,Playable,N/A
"Apr 22, 2025",Asgard's Fall — Viking Survivors,Soulpotion,86%,$6.99,,,Playable,N/A
"Apr 22, 2025",All in Abyss: Judge the Fake,"ACQUIRE Corp., WSS playground",57%,$15.99,,,Playable,N/A
"Apr 22, 2025",Zula Global,Madbyte Games,69%,Free,,,Unsupported,N/A
"Apr 22, 2025",GIRLS MADE PUDDING,Kazuhide Oka,94%,$9.99,,,Playable,N/A
"Apr 22, 2025",SACRIFICE VILLAINS,CLOCKUP,88%,$15.99,-20%,,Playable,N/A
"Apr 22, 2025",Nebulock,LostVolBytes,87%,$2.99,,,Playable,N/A
"Apr 22, 2025",Bread,dgsadry,84%,$0.49,-51%,,Verified,N/A
"Apr 21, 2025","I, Robot",Llamasoft Ltd.,92%,$14.99,,,Playable,N/A
"Apr 20, 2025",LIDAR EXPLORATION PROGRAM,KenForest,90%,$5.99,,,Playable,N/A
"Apr 18, 2025",With Shining Eyes,Lucas Fisher,95%,Free,,,Playable,N/A
"Apr 18, 2025",REPOSE,Bozó Attila Bertold,91%,$7.99,,,Playable,N/A
"Apr 18, 2025",EcoGnomix,Irox Games,78%,$19.99,,,Verified,N/A
"Apr 18, 2025",Necro Story,Rablo Games,94%,$14.99,,,Playable,N/A
"Apr 18, 2025","GuGu Pizza : Delivering Pizza to the Space Station? Boss, this is just not right!",AnomalyGuys,88%,$6.99,,,Verified,N/A
"Apr 18, 2025",Vespera_Hotel,多尔芬,90%,Free,,,Playable,N/A
"Apr 18, 2025",Brain Show,Simplicity Games,73%,$14.99,,,Unsupported,N/A
"Apr 18, 2025",Constructed,Gaming Project,,$14.99,,,Playable,N/A
"Apr 18, 2025",Doraemon Dorayaki Shop Story,"Kairosoft Co.,Ltd",98%,$19.99,,,Playable,N/A
"Apr 18, 2025",Anime City,Shoujo City Developer,69%,$14.99,,,Playable,N/A
"Apr 18, 2025",VoidBound,CursedAtelier,92%,$19.99,,,Playable,N/A
"Apr 18, 2025",Spoils of Plunder,Dapper Grim Studios,84%,Free,,,Playable,N/A
"Apr 18, 2025",Beijing 2008,Eurocom,,,,,Verified,N/A
"Apr 18, 2025",Midnight Paradise,Lewdlab,88%,$17.99,,,Playable,N/A
"Apr 18, 2025",Furry Fantasy,Octo Games,75%,$6.99,,,Playable,N/A
"Apr 18, 2025",Ancient Kingdoms,Ancient Pixels,90%,$15.99,,,Playable,N/A
"Apr 18, 2025",LEILA,Ubik Studios,90%,$8.39,-30%,,Playable,N/A
"Apr 18, 2025",Untitled Space Game,"Hummus Studios, Linear Interpolation",65%,Free,,,Playable,N/A
"Apr 18, 2025",Housemates,Huli,100%,$9.99,,,Unsupported,N/A
"Apr 18, 2025",Abyssal,DigiPen Europe-Bilbao,90%,Free,,,Playable,N/A
"Apr 18, 2025",Mind The Abyss,Mind The Abyss Studios,90%,Free,,,Unsupported,N/A
"Apr 18, 2025",Steel Hunters,Wargaming Group Limited,58%,Free,,,Playable,N/A
"Apr 18, 2025",Starcremental,Blazing Nebula,88%,$2.99,,,Playable,N/A
"Apr 18, 2025",Bug Heroes: Tower Defense,Foursaken Media,90%,$9.99,,,Playable,N/A
"Apr 18, 2025",Operation Space Force,Newton Fun Studio,52%,Free,,,Playable,N/A
"Apr 18, 2025",Sephiria,TEAM HORAY,92%,$14.99,,,Playable,N/A
"Apr 18, 2025",Dinogen Online,Wilkin Games,83%,Free,,,Playable,N/A
"Apr 18, 2025",ChronoClone,DRSS,78%,Free,,,Playable,N/A
"Apr 18, 2025",Phantom Brave: The Lost Hero,"Nippon Ichi Software, Inc.",49%,$59.99,,,Playable,N/A
"Apr 18, 2025",Summer Fling,"Dharker Studio, Dharker Studios",66%,$9.99,,,Playable,N/A
"Apr 18, 2025",Karos,Galaxy Gate,66%,Free,,,Unsupported,N/A
"Apr 18, 2025",A furry house,BadCat,64%,$8.99,,,Playable,N/A
"Apr 18, 2025",Blackwoods,Schirwindt,,Free,,,Playable,N/A
"Apr 18, 2025",Welcome Back Commander,S.C. 16 BIT NIGHTS S.R.L.,84%,$9.99,,,Playable,N/A
